,key,og_caption,gen_caption,similarity
10,WOMEN-Tees_Tanks-id_00002288-01_3_back.jpg,woman short sleeve shirt patterns shirt fabric, short t patterns shirt fabric,0.7249298095703125
11,MEN-Tees_Tanks-id_00000185-01_2_side.jpg,shirt guy short sleeves fabric cotton pattern, short t graphic t cotton graphic t lap neck,0.4418014883995056
12,WOMEN-Dresses-id_00002250-02_7_additional.jpg,female sleeveless tank top graphic patterns top cotton fabric pants female wears point length graphic patterns ring finger,adyvel tank graphic tank graphic point graphic tank cotton graphic ring accessory,0.49047204852104187
13,WOMEN-Blouses_Shirts-id_00000496-03_4_full.jpg,person long sleeve sweater solid color patterns point shorts v shape neckline fabric solid color patterns ring finger, long cotton solid patterns shapeline point cotton solid patterns ring accessory,0.5920366644859314
14,WOMEN-Tees_Tanks-id_00007464-04_4_full.jpg,female wears long sleeve sweater graphic patterns long pants sweater pants fabric pure color patterns female neckwear accessory wrist ring finger woman head, long chon graphic chon graphic long chon graphic neck trousers long trousers pure patterns wrist hat ring,0.6052547693252563
15,WOMEN-Rompers_Jumpsuits-id_00002548-02_1_front.jpg,female wears short sleeve t shirt solid color patterns long trousers t shirt cotton fabric round neckline trousers cotton fabric pure color patterns, short cotton solid patterns trousers long trousers fabric color patterns,0.7433047890663147
16,WOMEN-Blouses_Shirts-id_00003964-05_4_full.jpg,person tank tank top pure color patterns long trousers tank top chiffon fabric neckline v shape trousers fabric pure color patterns female wears ring,ady tank shirt color long tank chon pure patterns trousers shirt shape fabric color patterns ring accessory,0.7770588397979736
17,WOMEN-Blouses_Shirts-id_00004723-02_1_front.jpg,shirt short sleeves cotton fabric graphic patterns round neckline person ring finger accessory wrist female neckwear, short t graphic t cotton graphic t roundline ring accessory,0.5649532675743103
18,WOMEN-Sweatshirts_Hoodies-id_00002833-02_3_back.jpg,shirt person long sleeves fabric cotton solid color patterns lady ring, long cotton solid patterns ring,0.6493293046951294
19,WOMEN-Blouses_Shirts-id_00001505-02_2_side.jpg,shirt medium sleeves cotton fabric graphic patterns round neckline pants woman point length fabric solid color patterns accessory wrist ring finger, sleevesiff fabric patternsline point fabric color patterns wrist neck person finger,0.7416509389877319
20,MEN-Denim-id_00006959-01_1_front.jpg,medium sleeve shirt pure color patterns long trousers shirt neckline trousers lattice patterns, short cotton solid patterns long cotton solid patterns,0.5885998606681824
21,WOMEN-Dresses-id_00000021-04_1_front.jpg,lady sleeveless tank shirt graphic patterns tank shirt cotton fabric neckline suspenders pants long length graphic patterns ring finger accessory neck accessory wrist, shirt sleeves fabric patternenderslineenderslineenderslineenderslineenderslineendersline patterns wrist neck person,0.6405277848243713
22,WOMEN-Blouses_Shirts-id_00006455-01_1_front.jpg,female long sleeve sweater plaid patterns pants female wears point length fabric complicated patterns woman ring finger accessory neck,ady sleeve pl patterns shorts length pl patterns clothing ring accessory,0.6269629001617432
23,WOMEN-Tees_Tanks-id_00005702-15_4_full.jpg,person sleeveless tank shirt pure color patterns point shorts tank shirt cotton fabric solid color patterns ring finger,adyvel tank pure patterns shorts length pure patterns ring,0.6070103645324707
24,WOMEN-Rompers_Jumpsuits-id_00005707-01_4_full.jpg,sleeveless tank shirt graphic patterns long pants tank shirt cotton fabric round neckline graphic patterns female ring finger accessory wrist, tank shirt patterns trousers shirt fabricline long trousers fabric patterns wrist neck person finger,0.8212004899978638
25,WOMEN-Sweaters-id_00003528-04_6_flat.jpg,female wears long sleeve shirt graphic patterns long pants shirt fabric crew neckline pants leather fabric solid color patterns outer clothing female wears fabric pure color patterns female ring finger head clothing waist,lee cotton graphic long sweater neck pants long cotton solid patterns clothing person clothing,0.7075366973876953
26,WOMEN-Dresses-id_00000293-02_1_front.jpg,tank top sleeves cotton fabric graphic patterns crew neckline woman point shorts graphic patterns, top cotton graphic top patterns shorts length patterns,0.747626543045044
27,WOMEN-Tees_Tanks-id_00006090-01_2_side.jpg,top sleeves cotton fabric graphic patterns neckline female wears point shorts fabric pure color patterns ring finger accessory wrist,ady tank shirt patterns shirt fabricline point fabric color patterns wrist ring,0.6676933765411377
28,WOMEN-Blouses_Shirts-id_00004921-03_2_side.jpg,tank shirt sleeves chiffon fabric graphic patterns suspenders neckline person point pants cotton fabric pure color patterns accessory wrist person ring, sleevesiff fabric patternslineendersline shapeline point fabric color patterns wrist ring accessory,0.7384662628173828
29,WOMEN-Blouses_Shirts-id_00002455-03_2_side.jpg,top sleeves chiffon fabric solid color patterns female wears ring, clothing chon solid patterns v neck ring accessory,0.5802830457687378
30,WOMEN-Dresses-id_00000378-05_2_side.jpg,sweater female wears long sleeves cotton fabric graphic patterns female wears point pants cotton fabric graphic patterns female neckwear head lady ring finger, long chon graphic chon graphic point chon graphic person pants graphic female ring accessory,0.5447648763656616
31,WOMEN-Dresses-id_00003701-04_1_front.jpg,tank shirt sleeves cotton fabric graphic patterns female wears short shorts fabric pure color patterns accessory wrist lady ring, shirt wears fabric pattern colorendersline wears shorts length patterns ring accessory,0.7347627878189087
32,WOMEN-Shorts-id_00007345-02_4_full.jpg,woman long sleeve sweater pure color patterns point shorts sweater fabric fabric stripe patterns ring finger head person, long shirt patterns shorts length patterns hat,0.5731585025787354
33,MEN-Shirts_Polos-id_00000226-04_3_back.jpg,short sleeve t shirt color block patterns t shirt cotton fabric lapel neckline, short shirt block shirt block shirt,0.6481842994689941
34,WOMEN-Tees_Tanks-id_00007292-01_1_front.jpg,tank shirt sleeves cotton fabric solid color patterns neckline v - shape pants person short length pants cotton fabric patterns female wears ring woman socks shoes, sleeess shirt color patterns shorts length fabric color patterns ring,0.6282937526702881
35,WOMEN-Blouses_Shirts-id_00000445-01_2_side.jpg,woman medium sleeve shirt graphic patterns shirt neckline lady person, sleevesiff fabric patternsline shapeline ring accessory,0.44496625661849976
36,WOMEN-Dresses-id_00006134-01_2_side.jpg,person sleeveless tank top solid color patterns point shorts top cotton fabric graphic patterns, sleeess top wears fabric color patterns point top fabric patterns ring,0.5502723455429077
37,WOMEN-Jackets_Coats-id_00006094-01_1_front.jpg,person long sleeve sweater pure color patterns crew neckline shorts point length fabric solid color patterns outer clothing lady cotton fabric pure color patterns accessory neck person ring, sleeves fabric pattern color neck lady shorts fabric color patterns clothing length fabric color patterns clothing ring,0.8843558430671692
38,MEN-Tees_Tanks-id_00004530-07_3_back.jpg,person tank tank top pure color patterns top cotton fabric, shirt sleeves fabric pattern color,0.5727380514144897
39,WOMEN-Blouses_Shirts-id_00002330-03_7_additional.jpg,tank tank shirt solid color patterns tank shirt cotton shirt lapel person ring finger, shirt sleevesiff fabric color patterns ring,0.5314254760742188
40,WOMEN-Blouses_Shirts-id_00001766-01_3_back.jpg,shirt person medium sleeves fabric cotton pattern, clothing sleevesiff fabric patterns,0.8073145151138306
41,WOMEN-Blouses_Shirts-id_00000462-02_1_front.jpg,short sleeves cotton fabric graphic patterns shorts point length fabric solid color patterns lady, sleeves fabric pattern shapeline point fabric color patterns,0.6530051231384277
42,WOMEN-Tees_Tanks-id_00004817-01_3_back.jpg,upper clothing sleeves cotton fabric graphic patterns lower clothing medium length fabric graphic patterns female neckwear person ring finger accessory wrist, sleeess shirt patterns shorts length patterns wrist ring,0.6599618196487427
43,WOMEN-Tees_Tanks-id_00007899-09_1_front.jpg,long sleeves fabric cotton pattern neckline female outer clothing leather fabric pure color patterns person ring finger, clothing sleeves fabric pattern color neck outer lady fabric color patterns ring,0.820651113986969
44,MEN-Sweatshirts_Hoodies-id_00000971-07_2_side.jpg,upper clothing long sleeves cotton fabric pure color patterns neckline outer clothing guy cotton fabric color block patterns, sleeves fabric pattern color neck outer gentleman fabric color patterns,0.8247026801109314
45,WOMEN-Dresses-id_00001124-03_2_side.jpg,person short sleeve shirt solid color patterns shirt neckline person point shorts fabric solid color patterns female wears ring, short cotton solid patterns shapeline point cotton solid patterns ring accessory,0.5582712888717651
46,WOMEN-Dresses-id_00001914-03_7_additional.jpg,tank shirt sleeves cotton fabric graphic patterns pants person point length graphic patterns accessory wrist head lady socks shoes lady ring finger,ady tank shirt patterns shorts length patterns hat,0.5919583439826965
47,WOMEN-Blouses_Shirts-id_00004881-02_1_front.jpg,woman sleeveless tank shirt pure color patterns point shorts tank shirt cotton tank shirt round fabric pure color patterns ring finger accessory wrist,adyvel tank solid patterns shorts length fabric color patterns wrist ring,0.7133772373199463
48,WOMEN-Tees_Tanks-id_00004200-01_1_front.jpg,long sleeves fabric cotton pattern pure color crew neckline lady ring, sleeves fabric pattern color neck ring,0.7987728714942932
49,WOMEN-Blouses_Shirts-id_00003750-01_7_additional.jpg,tank shirt sleeves cotton fabric graphic patterns crew neckline trousers female wears long length trousers cotton fabric graphic patterns accessory neck ring finger accessory wrist,ady tank shirt patterns trousers shirt fabricline long trousers fabric patterns wrist ring,0.7518773078918457
50,WOMEN-Tees_Tanks-id_00003068-01_3_back.jpg,woman tank tank shirt pure color patterns tank shirt cotton accessory wrist, top wears fabric color patterns wrist,0.5189204812049866
51,WOMEN-Tees_Tanks-id_00004096-05_3_back.jpg,upper clothing sleeves cotton fabric pure color patterns lower clothing point length fabric cotton pure color patterns female wears ring accessory wrist,adyvel tank solid patterns shorts length fabric color patterns ring accessory,0.5326821804046631
52,WOMEN-Blouses_Shirts-id_00005072-03_7_additional.jpg,tank shirt sleeves cotton fabric graphic patterns suspenders neckline shorts point length fabric solid color patterns person ring finger, shirt sleeves fabric patternenderslineenderslineenderslineenderslineenderslineendersline color,0.5945990681648254
53,WOMEN-Dresses-id_00007306-02_3_back.jpg,female tank tank shirt pure color patterns tank shirt cotton fabric shorts point length fabric patterns accessory wrist female ring finger, tank shirt color point tank cotton solid patterns shirt fabriclineendersline fabric color patterns ring accessory,0.7693549990653992
54,WOMEN-Tees_Tanks-id_00000026-09_7_additional.jpg,sweater female wears long sleeves fabric cotton pattern head woman neckwear, clothing sleevesiff fabric patterns hat,0.6055492758750916
55,WOMEN-Blouses_Shirts-id_00007784-02_7_additional.jpg,woman tank tank top pure color patterns top chiffon fabric wrist person ring finger, top wears fabric color patterns ring accessory,0.5555387139320374
56,WOMEN-Tees_Tanks-id_00005433-08_7_additional.jpg,sleeves cotton fabric pure color patterns round neckline person point pants fabric pure color patterns outer clothing lady cotton fabric pure color patterns head ring finger, sleeves fabric pattern color neck lady pants fabric color patterns clothing person clothing,0.8663385510444641
57,WOMEN-Sweatshirts_Hoodies-id_00001464-01_1_front.jpg,upper clothing long sleeves cotton fabric graphic patterns crew neckline ring finger,ady sleeve graphic shirt patterns crewline ring,0.7070446014404297
58,MEN-Denim-id_00006034-01_4_full.jpg,gentleman long sleeve sweater solid color patterns neckline gentleman long pants fabric solid color patterns outer clothing denim fabric solid color patterns accessory wrist, sleeves fabric pattern color neck gentleman trousers fabric color patterns clothing length fabric color patterns clothing,0.8427836894989014
59,WOMEN-Sweaters-id_00007798-01_2_side.jpg,shirt woman long sleeves fabric cotton graphic patterns person ring finger person hat, clothing sleevesiff fabric patternsline hat ring accessory,0.6752719879150391
60,WOMEN-Blouses_Shirts-id_00000024-04_4_full.jpg,lady medium sleeve shirt pure color patterns shirt fabric neckline trousers long length trousers fabric solid color patterns outer clothing cotton fabric plaid patterns lady belt accessory neck person ring finger, sleeves fabric pattern color neck lady trousers fabric color patterns clothing clothing clothing length fabric color patterns clothing outer knitting solid patterns ring accessory,0.7856261134147644
61,WOMEN-Pants-id_00002742-02_3_back.jpg,woman long pants cotton fabric complicated patterns, sleeves fabric pattern color,0.47192415595054626
62,WOMEN-Tees_Tanks-id_00004869-06_3_back.jpg,shirt woman short sleeves fabric cotton pattern pure color person ring finger accessory wrist, short cotton solid patterns ring accessory,0.5765827298164368
63,WOMEN-Dresses-id_00001980-02_1_front.jpg,female wears sleeveless tank shirt pure color patterns point shorts tank shirt chiffon fabric crew fabric pure color patterns ring finger accessory wrist,adyvel tank solid patterns shorts length solid patterns ring accessory,0.48983657360076904
64,WOMEN-Shorts-id_00001404-11_4_full.jpg,person short sleeve t shirt solid color patterns point shorts t shirt cotton fabric v - shape fabric solid color patterns person ring, short cotton solid patterns neck v shape point cotton solid patterns,0.5929664373397827
65,WOMEN-Dresses-id_00001439-03_7_additional.jpg,lower clothing point length fabric chiffon pure color patterns accessory neck ring finger accessory wrist, top chon solid patterns chon shorts length solid patterns wrist ring,0.6206787824630737
66,WOMEN-Tees_Tanks-id_00001863-04_1_front.jpg,female wears sleeveless tank top solid color patterns top cotton fabric top crew person accessory wrist, tank shirt color patterns shirt fabricline ring accessory,0.5231212973594666
67,WOMEN-Tees_Tanks-id_00002216-02_2_side.jpg,shirt short sleeves cotton fabric graphic patterns person point shorts cotton fabric pure color patterns person leggings accessory wrist person ring finger, short t cotton graphic t roundline point t cotton graphic t roundline fabric color patterns wrist finger leings,0.6760285496711731
68,WOMEN-Sweatshirts_Hoodies-id_00002552-01_2_side.jpg,lady long sleeve shirt graphic patterns shirt point length leather fabric solid color patterns accessory wrist female ring finger,ady sleeve graphic shirt patterns shorts length patterns ring accessory,0.6901055574417114
69,WOMEN-Dresses-id_00007769-05_1_front.jpg,lady sleeveless tank top solid color patterns point shorts top cotton fabric fabric pure color patterns lady ring finger accessory wrist, sleeess top wears fabric color patterns point top fabric color patterns wrist ring,0.6643582582473755
70,MEN-Tees_Tanks-id_00002467-03_3_back.jpg,upper clothing sleeves cotton fabric graphic patterns, shirt sleeves fabric pattern,0.834369421005249
71,WOMEN-Sweaters-id_00002027-01_7_additional.jpg,person long sleeve sweater complicated patterns sweater furry fabric neckline round female neckwear accessory wrist ring finger, sleevesiff fabric patternsline shapeline ring accessory,0.5929384231567383
72,WOMEN-Blouses_Shirts-id_00006731-02_1_front.jpg,lady tank tank shirt graphic patterns tank shirt knitting tank shirt round lady ring finger accessory wrist, tank shirt patterns shirt fabricline ring accessory,0.7149776220321655
73,WOMEN-Cardigans-id_00000804-04_7_additional.jpg,upper clothing long sleeves fabric mixed patterns outer clothing fabric pure color patterns, long fabric patterns clothing,0.7376915216445923
74,WOMEN-Blouses_Shirts-id_00001114-01_7_additional.jpg,person long sleeve sweater graphic patterns accessory neck accessory wrist ring finger, clothing sleevesiff fabric patternsline ring accessory,0.6347869634628296
75,WOMEN-Tees_Tanks-id_00002399-03_2_side.jpg,lady tank tank shirt graphic patterns tank shirt cotton fabric suspenders neckline accessory wrist person ring, shirt sleevesiff fabric patternslineenderslineendersline ring accessory,0.6389033198356628
76,WOMEN-Tees_Tanks-id_00003967-06_4_full.jpg,short sleeve shirt solid color patterns shirt neckline lady point pants fabric solid color patterns accessory wrist, short cotton solid patterns neck lady shorts length pure patterns ring accessory,0.708871066570282
77,WOMEN-Dresses-id_00000857-02_7_additional.jpg,female short sleeve shirt graphic patterns shirt pants female wears point length graphic patterns, short cotton graphic shirt patterns shorts length patterns ring,0.728589653968811
78,WOMEN-Tees_Tanks-id_00005664-05_4_full.jpg,person short sleeve shirt solid color patterns shirt neckline person long pants fabric solid color patterns accessory neck lady ring finger accessory wrist, short cotton solid patterns v neck trousers length fabric color patterns wrist ring accessory,0.8262781500816345
79,WOMEN-Tees_Tanks-id_00003006-03_3_back.jpg,person long sleeve shirt pure color patterns shirt shorts point length leather fabric pure color patterns female neckwear, sleevesiff fabric color patterns point fabric color patterns,0.5152877569198608
80,MEN-Tees_Tanks-id_00004047-01_2_side.jpg,upper clothing short sleeves cotton fabric graphic patterns neckline, short t graphic t cotton graphic t crewline,0.5488765835762024
81,WOMEN-Shorts-id_00005913-05_4_full.jpg,upper clothing short sleeves cotton fabric complicated patterns round neckline lower clothing point length fabric solid color patterns woman ring, short cotton graphic shirt patterns shorts length solid patterns ring,0.7524473667144775
82,WOMEN-Dresses-id_00004936-02_4_full.jpg,sleeves cotton fabric graphic patterns neckline v - shape shorts point length graphic patterns accessory wrist ring finger, sleevesiff fabric patterns shapeline point fabric patterns ring accessory,0.651235818862915
83,WOMEN-Tees_Tanks-id_00002340-04_4_full.jpg,sleeveless tank top pure color patterns quarter pants top cotton fabric top round pants fabric solid color patterns accessory wrist person ring finger, tank shirt color long tank pure patterns shirt fabriclineendersline quarter trousers fabric color patterns wrist ring,0.7946082353591919
84,MEN-Tees_Tanks-id_00000339-07_1_front.jpg,short sleeves fabric cotton pure color patterns shirt neckline, sleeves fabric pattern color neck,0.8401339650154114
85,WOMEN-Dresses-id_00003276-05_4_full.jpg,upper clothing sleeves cotton fabric color block patterns round neckline lower clothing point length fabric cotton pure color patterns female wears ring,adyvel tank solid patterns shorts length fabric color patterns wrist ring,0.6041775941848755
86,WOMEN-Tees_Tanks-id_00003767-07_4_full.jpg,long sleeves cotton fabric graphic patterns neckline lady point shorts fabric pure color patterns outer clothing female wears cotton fabric plaid patterns female neckwear lady head woman ring finger, sleeves fabric pattern color neck lady shorts fabric color patterns clothing person clothing accessory,0.8485506176948547
87,MEN-Tees_Tanks-id_00007073-10_2_side.jpg,guy short sleeve shirt solid color patterns shirt fabric, sleeves fabric pattern color,0.6706514954566956
88,WOMEN-Dresses-id_00005051-02_1_front.jpg,upper clothing sleeves cotton fabric graphic patterns lower clothing point length fabric graphic patterns accessory neck accessory wrist person ring,ady tank shirt patterns shorts length patterns wrist ring,0.6532291173934937
89,WOMEN-Graphic_Tees-id_00003787-02_1_front.jpg,tank top sleeves cotton fabric graphic patterns round neckline outer clothing lady cotton fabric solid color patterns accessory wrist ring finger, clothing sleeves fabric pattern color neck lady pants fabric color patterns clothing ring accessory,0.7670896649360657
90,WOMEN-Tees_Tanks-id_00006043-48_3_back.jpg,upper clothing sleeves cotton fabric solid color patterns lower clothing point length fabric pure color patterns woman ring finger, top cotton solid patterns point cotton pure patterns ring,0.600304365158081
91,WOMEN-Sweaters-id_00004579-04_2_side.jpg,female wears long sleeve sweater solid color patterns female neckwear female wears ring, long fabric color patterns ring,0.46509307622909546
92,WOMEN-Tees_Tanks-id_00005269-07_3_back.jpg,female wears tank tank top graphic patterns point shorts top cotton fabric solid color patterns person ring finger person,ady tank shirt patterns shorts length pure patterns ring,0.5795834064483643
93,WOMEN-Jackets_Coats-id_00005776-01_2_side.jpg,long sleeves cotton fabric solid color patterns lady ring finger, sleeves fabric pattern color neck ring,0.6886112093925476
94,WOMEN-Dresses-id_00004982-02_4_full.jpg,person long sleeve shirt graphic patterns point shorts shirt v shape fabric graphic patterns outer clothing cotton fabric solid color patterns accessory neck lady lady wears leggings accessory wrist, long chon graphic chon graphic point chon graphic neck v shapeline point graphic outer chon graphic femalewear ring accessory,0.5663125514984131
95,WOMEN-Sweaters-id_00001304-02_4_full.jpg,person long sleeves fabric cotton pattern solid color round neckline person long pants denim fabric pure color patterns ring finger, long fabric color patternsline long fabric color patterns,0.521352231502533
96,WOMEN-Blouses_Shirts-id_00004847-03_7_additional.jpg,sweater female wears long sleeves cotton fabric graphic patterns neckline crew ring finger head, clothing sleeves fabric patternlineline hat,0.5266017913818359
97,WOMEN-Tees_Tanks-id_00005433-07_7_additional.jpg,lady sleeveless tank shirt solid color patterns tank shirt cotton fabric round neckline shorts point length fabric pure color patterns outer clothing person cotton fabric solid color patterns female wears ring head, clothing sleeves fabric color patternslineendersline point fabric color patterns clothing person clothing,0.629114031791687
98,WOMEN-Sweaters-id_00006768-07_2_side.jpg,long sleeve sweater pure color patterns sweater knitting fabric crew neckline female wears ring accessory neck female hat, clothing sleeves fabric color patternslinelineline neck accessory lady finger hat ring accessory,0.7637452483177185
99,WOMEN-Cardigans-id_00000425-07_1_front.jpg,person long sleeve sweater solid color patterns neckline person outer clothing fabric solid color patterns, long fabric color patternsline outer lady fabric color patterns ring,0.6448682546615601
100,WOMEN-Blouses_Shirts-id_00001421-03_2_side.jpg,tank top lady sleeves fabric chiffon pure color patterns lady wrist person hat, top chon solid patterns chon lady finger hat,0.6511998772621155
101,WOMEN-Sweatshirts_Hoodies-id_00002619-01_1_front.jpg,long sleeves fabric cotton pattern crew neckline, clothing sleeves fabric patternlineline,0.7600093483924866
102,WOMEN-Cardigans-id_00002121-20_1_front.jpg,sleeves cotton fabric solid color patterns crew neckline outer clothing cotton fabric pure color patterns,lee cotton solid patterns neck outer lady fabric color patterns,0.7222145199775696
103,WOMEN-Sweaters-id_00003238-02_3_back.jpg,long sleeves fabric graphic patterns lady point pants fabric graphic patterns, long chon graphic chon graphic female long chon graphic ring,0.45321187376976013
104,WOMEN-Blouses_Shirts-id_00000230-02_1_front.jpg,woman short sleeve t shirt solid color patterns t shirt cotton neckline woman point pants lattice patterns female wears leggings ring finger female wears hat, sleeves fabric pattern color neck lady shorts fabricaid lady finger,0.6872382760047913
105,WOMEN-Blouses_Shirts-id_00003362-01_1_front.jpg,upper clothing sleeves denim fabric solid color patterns ring finger accessory wrist,adyvel tank solid patterns shirtel ring accessory,0.5039066076278687
106,WOMEN-Blouses_Shirts-id_00000807-03_2_side.jpg,woman short sleeve t shirt graphic patterns t shirt cotton fabric female neckwear accessory wrist, short t chon graphic t chon graphic t chon neck accessory,0.5836782455444336
107,MEN-Tees_Tanks-id_00005882-01_1_front.jpg,tank top person sleeves fabric cotton pattern color block crew neckline, shirt sleeves fabric pattern color neck,0.6696426272392273
108,WOMEN-Rompers_Jumpsuits-id_00004457-01_1_front.jpg,female sleeveless tank shirt floral patterns tank shirt cotton v - shape pants female wears point length floral patterns,ady tank shirt patterns shorts shirt shapeline patterns,0.6743472814559937
109,WOMEN-Tees_Tanks-id_00007884-04_3_back.jpg,shirt woman short sleeves fabric cotton pattern stripe ring finger, person sleeve stripe shirt ring,0.7026183605194092
110,WOMEN-Blouses_Shirts-id_00003914-05_1_front.jpg,lady tank tank top graphic patterns top cotton fabric neckline lady point pants cotton fabric solid color patterns accessory wrist person ring,adyvel tank graphic point tank cotton graphic tank roundline cotton pure patterns ring accessory,0.6688607335090637
111,WOMEN-Tees_Tanks-id_00004509-04_2_side.jpg,upper clothing sleeves cotton fabric solid color patterns suspenders neckline ring finger, clothing cotton pure patternslineenderslineendersline,0.4740670919418335
112,WOMEN-Dresses-id_00005964-01_1_front.jpg,upper clothing long sleeves chiffon fabric graphic patterns neckline v - shape lower clothing point length fabric graphic patterns accessory neck, sleevesiff fabric patternsline shapeline point fabric patterns,0.6412093639373779
113,WOMEN-Tees_Tanks-id_00001253-01_3_back.jpg,tank top person sleeves fabric cotton pure color patterns, clothing sleeves fabric color patterns,0.7897828221321106
114,WOMEN-Sweaters-id_00004011-01_1_front.jpg,shirt person short sleeves fabric cotton pattern pure color crew neckline female outer clothing chiffon fabric graphic patterns female neckwear accessory wrist female wears ring, short t pure patterns shirt shapeline clothing clothing length patterns clothing accessory person finger wrist neck,0.7364242672920227
115,WOMEN-Blouses_Shirts-id_00003887-02_2_side.jpg,shirt medium sleeves cotton fabric graphic patterns neckline suspenders female wears point pants fabric solid color patterns person ring finger person, clothing sleevesiff fabric patternslineendersline,0.6028844118118286
116,WOMEN-Tees_Tanks-id_00004236-03_2_side.jpg,female medium sleeve shirt solid color patterns short pants shirt fabric neckline pants fabric solid color patterns accessory wrist ring finger, short cotton solid patterns crewline point fabric color patterns wrist ring,0.653242826461792
117,MEN-Tees_Tanks-id_00001595-02_1_front.jpg,guy short sleeve shirt graphic patterns shirt round neckline, short t graphic t cotton graphic t roundline,0.5012584924697876
118,MEN-Tees_Tanks-id_00005358-05_1_front.jpg,guy short sleeve shirt patterns t shirt cotton fabric shirt v shape, short t stripe t cotton stripe t roundline,0.4500642418861389
119,WOMEN-Tees_Tanks-id_00001080-01_3_back.jpg,woman short sleeve shirt solid color patterns shirt ring finger accessory wrist, short cotton solid patterns ring accessory,0.5464710593223572
120,WOMEN-Shorts-id_00005369-05_4_full.jpg,tank shirt lady sleeves fabric cotton pattern solid color suspenders neckline lady point shorts denim fabric pure color patterns accessory wrist ring finger, tank shirt color point tank cotton solid patterns shirt fabriclineenderslineendersline fabric color patterns wrist ring,0.7946807742118835
121,WOMEN-Tees_Tanks-id_00004002-16_1_front.jpg,long sleeve sweater pure color patterns crew ring finger, long fabric color patternsline ring,0.6133089065551758
122,WOMEN-Blouses_Shirts-id_00005466-02_2_side.jpg,tank shirt woman sleeves fabric chiffon pure color patterns tank shirt suspenders neckline person ring finger accessory wrist, top chon solid patterns cotton solid patternslineendersline ring accessory,0.4374677240848541
123,WOMEN-Sweaters-id_00006336-02_2_side.jpg,lady long sleeve sweater complicated patterns sweater wrist person ring finger, clothing sleeves fabric patternsline ring accessory,0.6215808987617493
124,WOMEN-Sweaters-id_00000745-04_1_front.jpg,shirt person medium sleeves fabric pure color patterns crew, sleeves fabric pattern color neck ring,0.6240561008453369
125,WOMEN-Tees_Tanks-id_00007059-04_3_back.jpg,tank shirt lady sleeves fabric cotton pure color patterns lady point shorts cotton fabric solid color patterns person accessory wrist, top wears fabric color patterns wears shorts length fabric color patterns wrist ring,0.6630500555038452
126,WOMEN-Dresses-id_00004541-02_3_back.jpg,person short sleeve shirt pure color patterns shirt pants person point length cotton fabric solid color patterns, short cotton solid patterns point cotton solid patterns,0.5944437980651855
127,WOMEN-Sweaters-id_00007221-12_4_full.jpg,lady long sleeve shirt graphic patterns long trousers shirt knitting trousers fabric pure color patterns person wrist, long chon graphic chon graphic long chon graphic trousers fabricline long trousers fabric color patterns wrist hat ring,0.6359161138534546
128,WOMEN-Sweaters-id_00007235-12_7_additional.jpg,woman long sleeve sweater solid color patterns sweater knitting fabric, sleeves fabric pattern color,0.6033101677894592
